,Hour,avg_conc,metabolite,std_conc,strain,var_conc,%RSD
121,0.0,446.1155958333333,leu__L_e,16.83254193909422,I2,283.3344681313658,0.03773134608228935
122,0.0,382.562344,ile__L_e,13.860351173118799,I2,192.10933464217567,0.03623030700878077
123,0.0,663.7073316333334,asn__L_e,26.838896813114538,I2,720.3263821450097,0.040437848934207266
124,0.0,124.17778496666666,asp__L_e,8.745821791969622,I2,76.48939881689073,0.07042984213575144
125,0.0,172.37451966666666,gln__L_e,7.292771625303299,I2,53.18451797882892,0.04230771252854465
126,0.0,328.0304240666667,glu__L_e,12.849968859960464,I2,165.12169970195364,0.039173100777228284
127,0.0,147.124161,met__L_e,7.768101498618527,I2,60.3434008928394,0.05279963158884914
128,0.0,65.86470064000001,his__L_e,0.5789106001343534,I2,0.3351374829479172,0.008789390895413524
129,0.0,395.9260101666667,phe__L_e,4.70749268669038,I2,22.160487395243415,0.011889829326213608
130,0.0,84.4977693,tyr__L_e,2.9100988710851246,I2,8.468675439490916,0.034439949068396584
131,0.0,41.02658851666667,trp__L_e,0.17422096257746672,I2,0.03035294380141906,0.0042465378886351
132,0.0,0.421,OD600,0.0156418242755334,I3,0.000244666666666666,0.037153976901504515
133,0.0,0.0,ipoh_e,0.0,I3,0.0,0.0
134,0.0,10.03753,glc__D_e,0.0,I3,0.0,0.0
135,0.0,0.315324,ac_e,0.012772445680709196,I3,0.000163135368666667,0.040505783513811816
136,0.0,0.03644173333333333,for_e,0.003912123909364607,I3,1.5304713482222215e-05,0.10735284937136015
137,0.0,459.9248960666667,pyr_e,7.556842428382068,I3,57.10586748739539,0.016430600937259753
138,0.0,244.1026037,lac__D_e,3.1105122459026875,I3,9.675286431910582,0.012742642637788003
139,0.0,48.03893119666666,succ_e,0.6700538158745508,I3,0.44897211616804644,0.013948141625620612
140,0.0,33.34066541,mal__L_e,3.503497170626857,I3,12.274492424590392,0.10508180108415109
141,0.0,0.0,akg_e,0.0,I3,0.0,0.0
142,0.0,0.0,acon__C_e,0.0,I3,0.0,0.0
143,0.0,3.679728751666667,cit_e,0.5663539118432843,I3,0.32075675346019067,0.15391186417932695
144,0.0,0.0,icit_e,0.0,I3,0.0,0.0
145,0.0,0.0,mev_R_e,0.0,I3,0.0,0.0
146,0.0,3.711856979666667,ip_e,0.016173271865060835,I3,0.00026157472282116836,0.004357191549582072
147,0.0,0.0,dxyl5p_e,0.0,I3,0.0,0.0
148,0.0,0.0,2me4p_e,0.0,I3,0.0,0.0
149,0.0,0.0,5pmev_e,0.0,I3,0.0,0.0
150,0.0,0.0,ex_con.id,0.0,I3,0.0,0.0
151,0.0,0.0,h2mb4p_e,0.0,I3,0.0,0.0
152,0.0,0.0,2mecdp_e,0.0,I3,0.0,0.0
153,0.0,0.0,5dpmev_e,0.0,I3,0.0,0.0
154,0.0,0.0,grdp_e,0.0,I3,0.0,0.0
155,0.0,0.0,frdp_e,0.0,I3,0.0,0.0
156,0.0,0.0,ggdp_e,0.0,I3,0.0,0.0
157,0.0,0.0,4c2me_e,0.0,I3,0.0,0.0
158,0.0,606.4800534666666,gly_e,7.793047599512507,I3,60.73159088826765,0.012849635457863955
159,0.0,175.108128,ala__L_e,1.2237638465875151,I3,1.4975979522146712,0.006988618178749048
160,0.0,4322.656419,ser__L_e,114.87221569391154,I3,13195.625938428537,0.026574449727023643
161,0.0,341.05718726666663,pro__L_e,3.9880605891064307,I3,15.904627262383931,0.011693231334803204
162,0.0,162.97390223333332,val__L_e,4.0283352790442875,I3,16.227485120392817,0.024717670889887824
163,0.0,203.67231716666666,thr__L_e,3.7206137401306627,I3,13.842966603249078,0.01826764575514725
164,0.0,1.3537706370000002,cys__L_e,1.1107206748798426,I3,1.233700417605533,0.820464445396183
165,0.0,459.05303929999997,leu__L_e,15.131479390222598,I3,228.96166853673125,0.032962377099814574
166,0.0,400.5242902666667,ile__L_e,7.5580015487190355,I3,57.12338741043934,0.018870270124408593
167,0.0,695.2180161333332,asn__L_e,20.425488384906107,I3,417.20057576193426,0.02937997564923401
168,0.0,172.42695806666666,asp__L_e,7.546041678904254,I3,56.94274501976014,0.04376370008213376
169,0.0,187.1821217,gln__L_e,8.128448084110671,I3,66.07166825608243,0.04342534431326873
170,0.0,378.0868365666667,glu__L_e,7.834353355043978,I3,61.37709249168884,0.02072104235679354
171,0.0,159.96405683333333,met__L_e,1.625277796841906,I3,2.6415279169072803,0.010160268681703192
172,0.0,65.90452839666666,his__L_e,1.046432275263659,I3,1.0950205067134782,0.015878002630796244
173,0.0,412.28501166666666,phe__L_e,8.32242577954475,I3,69.26277085603104,0.02018609831558332
174,0.0,90.29138783333333,tyr__L_e,4.770696234223733,I3,22.759542559236507,0.05283666968360088
175,0.0,36.48243969666667,trp__L_e,0.8709983743627395,I3,0.7586381681425349,0.023874455261343748
176,0.5,1.0756666666666668,OD600,0.01887385022252272,WT,0.00035622222222222094,0.01754618861715778
177,0.5,0.0,ipoh_e,0.0,WT,0.0,0.0
178,0.5,9.643626667000001,glc__D_e,0.0,WT,0.0,0.0
179,0.5,0.8612310000000001,ac_e,0.009657273148599817,WT,9.326292466666704e-05,0.011213336664146804
180,0.5,0.08251813333333334,for_e,0.0025694621711340503,WT,6.602135848888907e-06,0.03113815191086141
181,0.5,705.9747893666666,pyr_e,13.732531964058294,WT,188.58243414388275,0.01945187302846581
182,0.5,457.4052907333333,lac__D_e,20.79548729109762,WT,432.45229167420257,0.045464028756111094
183,0.5,131.28387009999997,succ_e,2.952462752749652,WT,8.717036306374053,0.02248915080352779
184,0.5,43.85682434999999,mal__L_e,1.158416967226941,WT,1.3419298699592639,0.02641360801644411
185,0.5,0.0,akg_e,0.0,WT,0.0,0.0
186,0.5,0.0,acon__C_e,0.0,WT,0.0,0.0
187,0.5,2.976472396666667,cit_e,0.7021351444772886,WT,0.492993761110143,0.2358950633184455
188,0.5,0.0,icit_e,0.0,WT,0.0,0.0
189,0.5,0.0,mev_R_e,0.0,WT,0.0,0.0
190,0.5,0.0,ip_e,0.0,WT,0.0,0.0
191,0.5,0.0,dxyl5p_e,0.0,WT,0.0,0.0
192,0.5,0.0,2me4p_e,0.0,WT,0.0,0.0
193,0.5,0.0,5pmev_e,0.0,WT,0.0,0.0
194,0.5,0.0,ex_con.id,0.0,WT,0.0,0.0
195,0.5,0.0,h2mb4p_e,0.0,WT,0.0,0.0
196,0.5,0.0,2mecdp_e,0.0,WT,0.0,0.0
197,0.5,0.0,5dpmev_e,0.0,WT,0.0,0.0
198,0.5,0.0,grdp_e,0.0,WT,0.0,0.0
199,0.5,0.0,frdp_e,0.0,WT,0.0,0.0
200,0.5,0.0,ggdp_e,0.0,WT,0.0,0.0
201,0.5,0.0,4c2me_e,0.0,WT,0.0,0.0
202,0.5,555.4662473333333,gly_e,2.4839342443298937,WT,6.16992933015472,0.004471800503189339
203,0.5,168.52755933333336,ala__L_e,2.026540178476069,WT,4.106865094977817,0.012024977911581467
204,0.5,0.0,ser__L_e,0.0,WT,0.0,0.0
205,0.5,317.4553156,pro__L_e,2.663913572215579,WT,7.096435520234366,0.008391459967147512
206,0.5,112.04264676666666,val__L_e,1.8910011895828585,WT,3.575885499003786,0.01687751266284297
207,0.5,117.28867473333332,thr__L_e,1.8728163931509934,WT,3.507441242455096,0.015967580820646282
208,0.5,3.0600411,cys__L_e,0.7304622332366137,WT,0.5335750741850211,0.23870994191437944
209,0.5,406.98457920000004,leu__L_e,8.024915517358275,WT,64.39926906073764,0.019717984236976894
210,0.5,308.84697593333334,ile__L_e,7.434498630609871,WT,55.27176988854004,0.024071787033507028
211,0.5,501.61880063333325,asn__L_e,6.5785872438265764,WT,43.27781012463775,0.013114714272113788
212,0.5,0.0,asp__L_e,0.0,WT,0.0,0.0
213,0.5,78.36690108666666,gln__L_e,1.9261319128243524,WT,3.7099841456003984,0.02457838559539602
214,0.5,188.76495823333335,glu__L_e,4.325669645209166,WT,18.71141787948399,0.022915639034349705
215,0.5,116.25076259999999,met__L_e,0.7183599833540689,WT,0.5160410656844582,0.006179400180159067
216,0.5,46.97111373333333,his__L_e,1.2741696479308282,WT,1.6235082917081707,0.027126664595704616
217,0.5,347.8735867333333,phe__L_e,5.9590933463449165,WT,35.51079351045225,0.017130054058726026
218,0.5,64.25308152000001,tyr__L_e,1.2131151977248709,WT,1.4716484829510526,0.018880264868654826
219,0.5,28.54737357,trp__L_e,0.07358438067895062,WT,0.005414661079904722,0.002577623489548591
220,0.5,0.7646666666666667,OD600,0.014197026292697899,I1,0.00020155555555555543,0.01856629419271739
221,0.5,0.870274689,ipoh_e,0.09649381413808196,I1,0.009311056166914706,0.11087742221821868
222,0.5,9.85159,glc__D_e,0.0,I1,0.0,0.0
223,0.5,0.5841873333333334,ac_e,0.01107721410022497,I1,0.0001227046722222229,0.018961749884269376
224,0.5,0.03744773333333333,for_e,0.003328462157747259,I1,1.1078660335555541e-05,0.08888287384765414
225,0.5,877.3558516333333,pyr_e,34.25255459408955,I1,1173.2374962210854,0.039040663523612615
226,0.5,281.7004927333333,lac__D_e,29.45113176808255,I1,867.3691624209612,0.10454767573289953
227,0.5,71.60532351666667,succ_e,0.13431014831553018,I1,0.018039215940539713,0.0018757006004486312
228,0.5,42.93872786666666,mal__L_e,1.5564832619884137,I1,2.4226401448500927,0.03624893748183704
229,0.5,0.0,akg_e,0.0,I1,0.0,0.0
230,0.5,0.0,acon__C_e,0.0,I1,0.0,0.0
231,0.5,3.789363623,cit_e,1.2464349127123417,I1,1.553599991628223,0.3289298776045019
232,0.5,0.0,icit_e,0.0,I1,0.0,0.0
233,0.5,0.0,mev_R_e,0.0,I1,0.0,0.0
234,0.5,4.429753681,ip_e,0.7356531328742039,I1,0.5411855319076311,0.16607088923015081
235,0.5,0.0,dxyl5p_e,0.0,I1,0.0,0.0
236,0.5,0.0,2me4p_e,0.0,I1,0.0,0.0
237,0.5,0.0,5pmev_e,0.0,I1,0.0,0.0
238,0.5,0.26772429766666667,ex_con.id,0.023619849760109772,I1,0.0005578973026901577,0.0882245278667906
239,0.5,0.0,h2mb4p_e,0.0,I1,0.0,0.0
240,0.5,0.0,2mecdp_e,0.0,I1,0.0,0.0
241,0.5,0.0,5dpmev_e,0.0,I1,0.0,0.0
242,0.5,0.0,grdp_e,0.0,I1,0.0,0.0
243,0.5,0.0,frdp_e,0.0,I1,0.0,0.0
244,0.5,0.0,ggdp_e,0.0,I1,0.0,0.0
245,0.5,0.0,4c2me_e,0.0,I1,0.0,0.0
246,0.5,572.2522855,gly_e,7.96051410476898,I1,63.36978481222587,0.013910847202320139
247,0.5,167.38611876666667,ala__L_e,0.9004715782648073,I1,0.810849063262713,0.005379607251184603
248,0.5,1745.7915246666669,ser__L_e,107.57967964707544,I1,11573.387472967377,0.06162229460222416
249,0.5,327.8761489666667,pro__L_e,1.8664682675049051,I1,3.483703793602762,0.005692601530752572
250,0.5,131.30441876666666,val__L_e,0.7996380087240135,I1,0.6394209449961055,0.006089955054330677
251,0.5,174.2955967,thr__L_e,0.4120116269266257,I1,0.16975358072272498,0.0023638671012199226
252,0.5,2.530166787666667,cys__L_e,0.2629891238318749,I1,0.06916327925385722,0.10394141805742571
253,0.5,458.8436466,leu__L_e,12.011918874856566,I1,144.28619505613543,0.026178675380740393
254,0.5,356.2853946,ile__L_e,4.2027091414765785,I1,17.6627641278508,0.01179590633007828
255,0.5,639.2257548333333,asn__L_e,14.075877785619557,I1,198.13033543569813,0.022020198152512785
256,0.5,61.83207434333334,asp__L_e,5.088793905817144,I1,25.8958234158817,0.08230022944986014
257,0.5,134.97405590000002,gln__L_e,3.444656235286172,I1,11.865656579295903,0.025520876677502077
258,0.5,255.71128963333334,glu__L_e,3.6481642290840712,I1,13.309102242368576,0.014266731180759386
259,0.5,138.37436636666666,met__L_e,4.956485848400907,I1,24.566751965398456,0.035819393277416206
260,0.5,49.45655382,his__L_e,1.0603306728788393,I1,1.1243011358476922,0.021439639258691058
261,0.5,376.1765871,phe__L_e,3.903917341366293,I1,15.240570608220464,0.01037788494882725
262,0.5,71.13163774666667,tyr__L_e,0.5333065151085451,I1,0.28441583905722084,0.00749745868368589
263,0.5,34.785416956666666,trp__L_e,0.11927576728315516,I1,0.014226708660985386,0.0034289014684441154
264,0.5,0.874,OD600,0.033256578296631804,I2,0.0011060000000000015,0.0380510049160547
265,0.5,0.6882467706666667,ipoh_e,0.053633835801394594,I2,0.0028765883427709564,0.07792820553221405
266,0.5,9.83,glc__D_e,0.0,I2,0.0,0.0
267,0.5,0.7170316666666666,ac_e,0.060835689921478,I2,0.0037009811682222203,0.08484379804910244
268,0.5,0.054392166666666665,for_e,0.0058911010546039335,I2,3.4705071635555575e-05,0.10830789460376831
269,0.5,1170.7798743333335,pyr_e,52.29144697179309,I2,2734.395426403849,0.04466377336864364
270,0.5,425.3769132,lac__D_e,26.86738307788332,I2,721.8562734537311,0.06316135700869843
271,0.5,101.84472410666666,succ_e,2.9362891793705246,I2,8.621794144888428,0.02883103867310018
272,0.5,47.20524437333333,mal__L_e,1.7571951455152193,I2,3.0877347794222527,0.03722457470229462
273,0.5,0.0,akg_e,0.0,I2,0.0,0.0
274,0.5,0.0,acon__C_e,0.0,I2,0.0,0.0
275,0.5,2.392704697333334,cit_e,0.3088062874248386,I2,0.09536132315311205,0.129061596179839
276,0.5,0.0,icit_e,0.0,I2,0.0,0.0
277,0.5,0.0,mev_R_e,0.0,I2,0.0,0.0
278,0.5,5.110629618,ip_e,0.07427700552893583,I2,0.005517073550345564,0.014533826765165481
279,0.5,0.0,dxyl5p_e,0.0,I2,0.0,0.0
280,0.5,0.0,2me4p_e,0.0,I2,0.0,0.0
281,0.5,0.0,5pmev_e,0.0,I2,0.0,0.0
282,0.5,0.029234919666666668,ex_con.id,0.04134441988748793,I2,0.0017093610558329075,1.4142135623730951
283,0.5,0.0,h2mb4p_e,0.0,I2,0.0,0.0
284,0.5,0.0,2mecdp_e,0.0,I2,0.0,0.0
285,0.5,0.0,5dpmev_e,0.0,I2,0.0,0.0
286,0.5,0.0,grdp_e,0.0,I2,0.0,0.0
287,0.5,0.0,frdp_e,0.0,I2,0.0,0.0
288,0.5,0.0,ggdp_e,0.0,I2,0.0,0.0
289,0.5,0.0,4c2me_e,0.0,I2,0.0,0.0
290,0.5,555.9418457,gly_e,5.447784276194567,I2,29.678353519952765,0.009799198096583516
291,0.5,170.64465600000003,ala__L_e,2.4466832222247996,I2,5.986258789916328,0.014337883644154665
292,0.5,547.2174434,ser__L_e,173.78605139657398,I2,30201.591660012655,0.3175813444776128
293,0.5,334.46851403333335,pro__L_e,0.5880657109028733,I2,0.3458212803397018,0.0017582094763164053
294,0.5,127.66761366666664,val__L_e,1.3594770628952173,I2,1.8481778845382066,0.01064856641281586
295,0.5,165.07425646666667,thr__L_e,1.6252182091518335,I2,2.641334227358693,0.009845376522898425
296,0.5,1.696442,cys__L_e,1.2105760302220858,I2,1.4654943249482644,0.7135970638678397
297,0.5,443.87580346666664,leu__L_e,18.465081997979997,I2,340.95925319212495,0.041599658854499046
298,0.5,349.43900236666667,ile__L_e,3.9673884584055514,I2,15.740171179889577,0.011353593707443587
299,0.5,611.1423958333335,asn__L_e,6.837418222341993,I2,46.750287947214346,0.011187929799926116
300,0.5,0.0,asp__L_e,0.0,I2,0.0,0.0
301,0.5,114.94934176666668,gln__L_e,4.491785270608903,I2,20.1761349172591,0.03907621567530754
302,0.5,216.33185006666668,glu__L_e,3.1773960998332327,I2,10.095845975235438,0.014687601935887199
303,0.5,135.87844853333334,met__L_e,1.3023471866966179,I2,1.6961081946965952,0.009584648638206444
304,0.5,43.44777658666667,his__L_e,1.4725475612419532,I2,2.1683963201196237,0.03389235714524115
305,0.5,374.2258713666667,phe__L_e,1.4485813341114444,I2,2.0983878815360923,0.0038708743701263873
306,0.5,71.84071110333333,tyr__L_e,2.877992017918364,I2,8.282838055201816,0.04006073956838699
307,0.5,36.84769711333333,trp__L_e,0.08122143529099372,I2,0.006596921550729081,0.0022042472570586715
308,0.5,0.6733333333333333,OD600,0.020072092289766096,I3,0.0004028888888888876,0.029810038054108062
309,0.5,0.0,ipoh_e,0.0,I3,0.0,0.0
310,0.5,9.90703,glc__D_e,0.0,I3,0.0,0.0
311,0.5,0.5275893333333332,ac_e,0.02213824620174076,I3,0.0004901019448888892,0.04196113303100789
312,0.5,0.03561243333333333,for_e,0.005805780140706519,I3,3.370708304222221e-05,0.1630267745639356
313,0.5,804.5168485333334,pyr_e,8.87456712777166,I3,78.75794170532534,0.011030927623144691
314,0.5,255.56861153333332,lac__D_e,5.049023317462919,I3,25.49263646028426,0.01975603845546731
315,0.5,80.16912967333333,succ_e,0.2746382627553226,I3,0.07542617536926162,0.0034257358645952167
316,0.5,44.639234953333336,mal__L_e,1.4695158701545288,I3,2.1594768926360217,0.03291982650891726
317,0.5,0.0,akg_e,0.0,I3,0.0,0.0
318,0.5,0.0,acon__C_e,0.0,I3,0.0,0.0
319,0.5,3.030223106333333,cit_e,1.1735239629059273,I3,1.3771584915144321,0.3872731220526956
320,0.5,0.0,icit_e,0.0,I3,0.0,0.0
321,0.5,0.0,mev_R_e,0.0,I3,0.0,0.0
322,0.5,5.218928974,ip_e,0.35303975649288805,I3,0.12463706966455769,0.06764601669263645
323,0.5,0.0,dxyl5p_e,0.0,I3,0.0,0.0
324,0.5,0.0,2me4p_e,0.0,I3,0.0,0.0
325,0.5,0.0,5pmev_e,0.0,I3,0.0,0.0
326,0.5,0.0,ex_con.id,0.0,I3,0.0,0.0
327,0.5,0.0,h2mb4p_e,0.0,I3,0.0,0.0
